Data_Number,Oxide,Valence,Peak_E0_μt,Peak_Max_μt,Max_y_xposition,Max_y,vdw_radius_alvarez,Peak_Width,gs_energy,fusion_enthalpy,num_unfilled
314,0,0,0.604354986342391,1.00652824118558,2.97592272849814,1.33799886493746,243,32.7900000000009,-2.66680196,3.291,5
315,0,0,0.739962110031519,1.02760692840416,2.66912657092102,0.768390848219334,243,25.6700000000019,-2.66680196,3.291,5
316,0,0,0.659149815782978,1.0024406331741,3.00660234425586,0.995885777692486,243,35.9900000000016,-2.66680196,3.291,5
317,0,0,0.720662902129131,1.00192446333085,2.94524311274043,1.14147327470938,243,35.9900000000016,-2.66680196,3.291,5
318,0,0,0.701083660528227,1.0264734287662,2.94524311274043,1.66145279967003,243,33.1500000000015,-2.66680196,3.291,5
319,0,0,0.656782715248741,1.05183038529854,5.79844737820772,2586.20531052252,243,25.3100000000013,-2.66680196,3.291,5
320,0,0,0.657030885549513,1.01949362105815,2.94524311274043,2.1753392071155,243,33.1500000000015,-2.66680196,3.291,5
322,0,0,0.728824629024911,1.04288680995536,1.38058270909708,579.480841649674,243,25.6700000000019,-2.66680196,3.291,5
324,0,0,0.717149236141491,1.03736717325664,3.68155389092554,6170.61285007148,243,25.6699999999983,-2.66680196,3.291,5
325,0,0,0.675451339934607,1.01706722623794,2.97592272849814,3.9462070879814,243,34.2200000000012,-2.66680196,3.291,5
326,0,0,0.452855490355043,1.03876585812185,1.53398078788564,2265.59287508851,243,24.5900000000001,-2.66680196,3.291,5
327,0,0,0.674437441407751,1.01844143776036,3.22135965455985,6.41223739308097,243,34.2200000000012,-2.66680196,3.291,5
328,1,3,1.04586715658424,1.58570789288916,2.73048580243644,0.466387320684926,244,19.5799999999999,-8.28548436,13.81,4
330,0,0,0.342219198091685,1.10078140865542,2.42368964485931,53.7118371450693,244,55.0200000000004,-7.25364552,26.59,3
331,1,3,0.40165548838356,1.44752722484002,2.79184503395187,12.9132868055395,245,17.4899999999998,-9.02056525,12.91,5
333,1,3,0.98813460632461,1.40573328994207,1.87145656122048,1.43363479514247,244,25.5299999999988,-7.25364552,26.59,3
334,0,0,0.615685133353779,1.08817706560033,2.45436926061703,32.7931616786253,215,55,-5.13777457,16.74,0
335,0,0,0.674479213851238,1.09035024358989,2.45436926061703,44.4683411674547,215,54,-5.13777457,16.74,0
336,0,0,0.681219875194074,1.09416310661885,2.45436926061703,62.7767673919331,215,54,-5.13777457,16.74,0
337,0,0,0.666943194154403,1.09500474495733,2.45436926061703,68.9818019753182,215,55,-5.13777457,16.74,0
338,0,0,0.674385806509648,1.09548492084671,2.45436926061703,72.7919908991446,215,54,-5.13777457,16.74,0
339,0,0,0.670859565041004,1.09610299145473,2.45436926061703,76.3614555958603,215,55,-5.13777457,16.74,0
342,1,3,0.734484730397941,1.48366178809157,2.6384469551633,14.7580602139019,244,20.8800000000001,-8.28548436,13.81,4
347,0,0,0.790295781772153,1.08920545240415,2.36233041334389,40.2897579657265,245,51.2000000000007,-10.84610777,37.48,6
348,0,0,0.758298224785033,1.01070920459895,2.3930100291016,58.028249940383,245,24,-10.84610777,37.48,6
351,0,0,0.429735967489143,1.10431822217863,2.30097118182846,1.78391454262432,246,49.1699999999983,-9.19463357,38.59,4
352,1,4,0.889032388971159,1.44969105541321,2.6384469551633,3684.14437719174,246,26.4600000000028,-9.19463357,38.59,4
354,1,3,0.98813460632461,1.40573328994207,1.87145656122048,1.43363479514247,244,25.5299999999988,-7.25364552,26.59,3
355,1,4,0.946042149885454,1.17276556098625,2.42368964485931,12.3239493956617,256,26.9078100000006,-10.09332153,30,7
356,1,3,0.977523582927337,1.71795164619023,2.36233041334389,1.24793640657071,240,13.2799999999997,-7.080389145,16.2,3
359,0,0,0.150219219529218,1.06865276857604,1.84077694546277,0.910680451387529,245,21,-9.50571654,21,6
360,1,3,1.04586715658424,1.58570789288916,2.73048580243644,0.466387320684926,244,19.5799999999999,-8.28548436,13.81,4
361,0,0,0.182579766138093,1.08933507522219,2.20893233455532,0.917425300437188,245,18.1700000000001,-9.02056525,12.91,5
362,1,4,0.447052246318421,1.38260047215076,3.16000042304442,0.532240156646909,245,19.9299999999994,-9.02056525,12.91,5
364,1,3,0.507426262212515,1.57612564321781,1.16582539879309,13.6971959200278,245,21.5900000000001,-9.50571654,21,6
367,1,4,0.684863469600012,1.07471095938239,1.59534001940107,8.05345595774772,245,43.2400000000016,-10.84610777,37.48,6
372,1,4,0.779092201710018,1.25178360736231,2.94524311274043,1.12598239348106,256,33.828510000003,-10.09332153,30,7
378,1,4,0.823495948379374,1.24683535610199,1.59534001940107,6.05441621903781,256,37.5275899999979,-10.09332153,30,7
381,1,4,0.702697405108535,1.04153050853424,2.36233041334389,0.661231113932455,245,40.7964432199988,-10.84610777,37.48,6
382,1,3,0.820236833144901,1.10381646396117,3.09864119152899,16.3711480489812,215,32.101980970001,-5.13777457,16.74,0
383,1,3,0.832239899776159,1.19547042495182,1.84077694546277,1.57296284872492,215,23.4758325799994,-5.13777457,16.74,0
384,0,0,0.223826564331087,1.07529336862761,2.27029156607075,72.8179434757971,238,49.0300000000007,-3.68065482,13.6,1
385,0,0,0.161300136622502,1.05990245388229,2.36233041334389,6.56697220965002,245,49,-9.02056525,12.91,5
387,0,0,0.165314837827409,1.0652554837877,2.36233041334389,11.2063003713604,245,18.9899999999998,-9.02056525,12.91,5
388,0,0,0.17553895286247,1.08906093179527,2.20893233455532,80.4866288226886,240,51.4799999999996,-5.54632457,17.48,2
390,0,0,0.683097415228085,1.12269657372453,2.3930100291016,54.5738810296165,244,53.75,-7.25364552,26.59,3
391,0,0,0.136732471543269,1.0591670015359,2.20893233455532,35.359313854631,244,20.0199999999995,-8.28548436,13.81,4
392,0,0,0.150956272508989,1.06307236070987,2.20893233455532,49.5132963848905,244,20.5,-8.28548436,13.81,4
400,1,4,1.13659801010823,1.52554983748933,3.43611696486384,14.9706493543895,242,37,-3.96104709,7.15,4
401,1,3,0.692430409413798,1.30216559972229,1.74873809818963,6.87989506733108,242,39,-3.96104709,7.15,4
402,0,0,0.70348711356697,1.10562697260804,2.76116541819415,4.8596086399101,242,31,-3.96104709,7.15,4
406,0,0,0.348218856289325,1.07729865233647,2.6384469551633,14.0573128920068,253,86.1699999999983,-2.76539356,11.3,1
407,0,0,0.309528905698434,1.10059357246454,2.73048580243644,4.07601033342617,253,43.630000000001,-2.76539356,11.3,1
698,1,3,0.845676345388619,1.75058377388818,2.91456349698272,17.446736486383,239,13.1496299999999,-1.239999915,7.068,0
707,1,4,0.556120579853308,1.01333495219492,1.34990309333936,6.90486255119936,245,28.6321029999999,-9.50571654,21,6
719,1,4,1.12431063344202,1.62805655746461,1.62601963515878,16.4335032224911,242,31.4571929999984,-3.96104709,7.15,4
736,1,4,1.07218511042647,1.52014823041141,1.04310693576224,16.3105883214184,246,27.7436630000002,-7.77522712,14.15,8
737,0,0,0.489735331874719,1.07113764955509,2.6384469551633,13.7231610163492,253,84.8867199999986,-2.76539356,11.3,1
748,1,3,0.891658023360364,1.4463107538725,1.62601963515878,8.69657108658144,247,25.7091549999968,-4.11736234,19.79,3
777,0,0,0.853126761079327,1.06394854075329,2.51572849213245,18.1592308664981,256,48.754488999999,-10.09332153,30,7
787,1,4,1.05778140109726,1.50621586515355,1.59534001940107,9.27323284757738,247,27.9752589999989,-4.11736234,19.79,3
821,0,0,0.783747827709198,0.977335977276492,2.36233041334389,53.3044272545643,244,31.0942370000012,-7.25364552,26.59,3
841,1,3,0.845132070339489,1.15326256690135,3.12932080728671,15.7000529645864,215,32.2337880000014,-5.13777457,16.74,0
842,1,3,0.865178180996984,1.32486356127659,3.06796157577128,13.8924259751775,243,30.3442070000019,-2.66680196,3.291,5
861,0,0,0.327516984276286,1.20985264185326,2.33165079758617,10.6026816090827,239,13.8571679999986,-1.239999915,7.068,0
902,0,0,0.706109354534905,1.1189912750037,2.94524311274043,2.45515332394534,243,23.6663110000009,-2.66680196,3.291,5
906,0,0,0.65033545728121,0.9801710171903,2.6384469551633,10.6493606481066,253,90.8540249999933,-11.85139954,36.57,7
906,0,0,0.685519250486839,0.960168997302697,2.6384469551633,10.0859348655205,253,82.3693169999897,-11.85139954,36.57,7
906,0,0,0.516420026447,0.947206598851363,2.66912657092102,10.8898196495682,253,76.1359669999947,-11.85139954,36.57,7
906,0,0,0.512289946695749,0.955023128491814,2.6384469551633,11.4182446180454,253,78.7239709999994,-11.85139954,36.57,7
906,0,0,0.506487101524876,1.00113234166168,2.6384469551633,10.117873390909,253,95.7939340000012,-11.85139954,36.57,7
916,0,0,0.158823777443366,1.05177806659411,2.30097118182846,18.6207262607766,242,19.996255,-8.93926069,21.5,7
934,1,3,0.603037762344105,1.05383127875468,1.59534001940107,5.24843259040374,253,41.3488959999995,-2.76539356,11.3,1
944,1,3,0.657903036171891,1.01829328469791,1.65669925091649,4.34088509748396,253,32.8575439999986,-2.76539356,11.3,1
957,0,0,0.874014697511471,1.02758743351435,2.48504887637474,18.1619642389426,256,23.2146439999997,-10.09332153,30,7
971,1,3,0.934169273767072,1.85932930564335,2.6384469551633,21.495118698667,240,16.8069990000004,-7.080389145,16.2,3
982,1,4,0.661856496415541,1.23462936268817,1.07378655151995,8.45115105467628,256,28.8280980000018,-10.09332153,30,7
1020,1,3,0.677565017045372,1.02129602357175,2.11689348728218,1.62982689213926,303,45.0700760000036,-1.92352226,7.12,0
1065,1,3,0.359277349240114,1.2068080656111,1.50330117212793,6.69414787006595,238,18.3280709999999,-3.68065482,13.6,1
1114,1,4,0.692967601333121,1.2501489962424,1.04310693576224,8.89776424721164,256,36.4900479999997,-10.09332153,30,7
1116,1,4,1.20762015101655,1.49235400161123,1.04310693576224,15.9406016856608,246,24.1864599999999,-7.77522712,14.15,8
1145,1,3,0.646303351940898,1.05076858563988,3.62019465941011,3.68919807890868,298,54.0050459999984,-4.927546185,6.2,9
1154,1,3,0.895940545660306,1.28200289479754,2.60776733940559,16.1658342168612,244,28.6220159999975,-7.25364552,26.59,3
1161,0,0,0.723789803942045,1.06860848252088,2.3930100291016,39.1035154761253,245,51.7412569999979,-10.84610777,37.48,6
1176,1,4,0.94826698776512,1.39392265968405,3.06796157577128,9.59147868398978,252,26.9149849999994,-8.545958555,21,8
1262,1,3,1.17750684459015,1.53969586402289,1.59534001940107,14.1738588369901,245,22.0691409999999,-9.50571654,21,6
1263,1,3,1.23773088865021,1.66070260413692,2.6384469551633,13.6186284803037,245,16.2191499999999,-9.02056525,12.91,5
1266,1,3,0.566499293555415,1.07109134651445,1.59534001940107,5.14710222935231,253,39.8627359999991,-2.76539356,11.3,1
1268,0,0,0.134670712465244,1.07580897059303,2.20893233455532,29.0288855601254,245,20.9918580000003,-9.50571654,21,6
1288,0,0,0.698885649438618,1.05711367201037,1.50330117212793,2.44233268754692,243,28.2120280000017,-2.66680196,3.291,5
1292,1,4,0.84312517009322,1.40931736126122,1.38058270909708,8.86583478888931,247,35.6944750000002,-4.11736234,19.79,3
1302,1,4,0.725790705412851,1.28383657248241,3.3440781175907,14.4571805378557,245,37.6887129999996,-10.84610777,37.48,6
1318,1,3,0.936156566539389,1.41249040032857,1.59534001940107,11.4853789393513,238,18.9819129999996,-3.68065482,13.6,1
1320,1,3,0.590472380208472,0.949306662212674,3.28271888607527,6.86642624309937,280,67.691353000002,-1.47410408,7.66,0
1320,1,3,0.577402250755159,0.941773002107137,3.28271888607527,6.1254072713796,280,65.2860490000021,-1.47410408,7.66,0
1320,1,3,0.797584084464377,0.937935720991839,3.25203927031756,6.80127774859495,280,72.8604350000023,-1.47410408,7.66,0
1320,1,3,0.602747859640819,0.950256405652416,3.25203927031756,7.83784277413038,280,66.879160000004,-1.47410408,7.66,0
1320,1,3,0.734714550086997,0.933406541647648,3.25203927031756,6.0641936366116,280,65.0307240000038,-1.47410408,7.66,0
1335,0,0,0.252835623661638,1.07113104726335,2.23961195031304,29.1101390900641,238,25.9634640000004,-3.68065482,13.6,1
1348,1,4,0.795504907124354,1.24303715453319,1.07378655151995,7.81264953464889,256,36.189878000001,-10.09332153,30,7
1356,1,3,0.506700026188885,0.988302389521036,3.3440781175907,8.17834285384055,279,55.9970620000022,-4.629217697,10.15,5
1356,1,3,0.674066042198149,0.982415384910718,3.31339850183298,8.33151182614178,279,53.7365090000021,-4.629217697,10.15,5
1356,1,3,0.570608162069228,0.989263233234866,3.31339850183298,7.99852569015714,279,56.9902969999966,-4.629217697,10.15,5
1368,1,4,0.606121821093441,1.07592260554299,3.49747619637926,5.45999494416101,288,52.7710330000045,-4.77656965,5.46,22
1381,0,0,0.300273260816364,1.05063732626961,2.91456349698272,13.2647393520339,252,21.6592930000006,-8.545958555,21,8
1391,0,0,0.149157381804166,1.05591686590053,2.20893233455532,35.7773507630684,244,20.5542940000005,-8.28548436,13.81,4
1399,0,0,0.738617063089048,1.11305499253803,2.66912657092102,7.58519365138378,247,24.7653939999982,-4.11736234,19.79,3
1420,1,4,0.966430941135748,1.28704044125782,3.19068003880213,23.6397387709269,246,28.6750780000002,-9.19463357,38.59,4
1431,0,0,0.848571802341654,0.989832828849515,2.42368964485931,33.6006127134402,215,29.6498439999996,-5.13777457,16.74,0
1461,0,0,0.59934794078044,0.897046355480508,2.51572849213245,23.6781761151397,257,81.8111449999997,-12.95880062,52.31,6
1461,0,0,0.549425265068129,0.958995382965359,2.51572849213245,22.649522526434,257,92.0807179999975,-12.95880062,52.31,6
1461,0,0,0.494756926180056,0.85213831803509,2.51572849213245,23.6576277086045,257,80.9956620000012,-12.95880062,52.31,6
1461,0,0,0.551265925600092,0.855605719776446,2.51572849213245,23.1204201075059,257,76.1223080000054,-12.95880062,52.31,6
1461,0,0,0.609934160800066,0.978812423073137,2.51572849213245,23.9106145926642,257,99.5914789999952,-12.95880062,52.31,6
1461,0,0,0.687799173523404,0.926570899313342,2.48504887637474,22.5818080571898,257,87.8804070000042,-12.95880062,52.31,6
1461,0,0,0.484079721523778,1.00562372970127,2.54640810789016,23.4600879837108,257,108.852606,-12.95880062,52.31,6
1461,0,0,0.66245273553471,0.931401347042386,2.51572849213245,23.6410812665992,257,88.4196500000107,-12.95880062,52.31,6
1461,0,0,0.441790953499678,0.977343136084326,2.54640810789016,24.9637844204205,257,98.3938070000004,-12.95880062,52.31,6
1461,0,0,0.536848877305701,0.799998736789167,2.51572849213245,23.9464693985489,257,70.3702340000018,-12.95880062,52.31,6
1468,1,4,0.512655615226868,1.26339558338914,1.34990309333936,4.80526499765355,242,32.833157,-8.93926069,21.5,7
1478,1,4,0.594833446566527,1.25605889534472,1.04310693576224,10.7807866721917,256,28.1242280000006,-10.09332153,30,7
1485,0,0,0.18734932944843,1.00750982961088,2.17825271879761,39.3529632028686,240,25.9792579999994,-7.080389145,16.2,3
1491,1,3,0.423977772340545,1.37010500242026,1.53398078788564,11.0885713577464,246,31.0931310000005,-7.77522712,14.15,8
1509,0,0,0.822329671589661,1.13532721087979,2.36233041334389,54.0482877575612,244,53.9269889999996,-7.25364552,26.59,3
1539,1,3,1.10183640919762,1.44265171686234,2.69980618667873,11.0203247477502,245,18.866978,-9.02056525,12.91,5
1547,1,4,0.701223944767233,0.969108830757802,1.68737886667421,3.11000856197307,253,80.6402550000057,-11.85139954,36.57,7
1547,1,4,0.446825355349957,0.980046160463554,1.31922347758165,3.78343297927975,253,74.0460820000008,-11.85139954,36.57,7
1547,1,4,0.558364246043665,0.979403579647236,3.68155389092554,2.98197187449396,253,80.5200719999993,-11.85139954,36.57,7
1547,1,4,0.653181821277351,0.949705513663409,1.28854386182394,2.92010077827206,253,73.9094359999872,-11.85139954,36.57,7
1547,1,4,0.50221290431261,0.964012082563066,1.28854386182394,3.42026632974065,253,76.2522219999955,-11.85139954,36.57,7
1547,1,4,0.682532915882571,0.971269435999408,1.68737886667421,2.99801713801958,253,82.2265310000075,-11.85139954,36.57,7
1547,1,4,0.737306457992893,0.945096008287502,1.28854386182394,3.43902193389967,253,67.7187629999971,-11.85139954,36.57,7
1547,1,4,0.544870315032323,0.971799608223185,1.28854386182394,4.09447913187906,253,78.6013220000023,-11.85139954,36.57,7
1551,1,3,1.22176332229721,1.36866488941029,1.16582539879309,11.0019055735055,246,52.2046200000004,-7.77522712,14.15,8
1563,1,3,0.796998725479198,1.25682920771883,2.60776733940559,15.8313575377074,244,32.5711740000006,-7.25364552,26.59,3
1583,0,0,0.203010563890463,1.06141396776535,2.36233041334389,7.64360637812825,245,19.1229620000004,-9.02056525,12.91,5
1589,1,3,0.370217489570319,1.17624481787715,2.66912657092102,23.2964396543742,256,27.7753100000009,-10.09332153,30,7
1592,1,3,0.92445865303412,1.4939971848018,1.59534001940107,12.2734150900949,238,17.0270490000003,-3.68065482,13.6,1
1620,0,0,0.811262439210585,1.1436505621246,2.76116541819415,5.16440586401772,242,27.3482120000008,-3.96104709,7.15,4
1622,1,4,0.555421165421313,1.10361184611194,3.22135965455985,7.25991408536509,245,42.518806,-10.84610777,37.48,6
1636,0,0,0.262480320166803,1.07497471023592,2.23961195031304,29.0761053881355,238,48.1625640000002,-3.68065482,13.6,1
1637,1,3,0.977314376192745,1.22938910507827,2.6384469551633,23.6744130565151,256,26.9358520000023,-10.09332153,30,7
1659,1,3,0.978520392051236,1.72351262760198,2.6384469551633,18.303599195651,240,17.4403080000002,-7.080389145,16.2,3
1675,1,3,0.918675073543568,1.8058203366071,2.60776733940559,32.4252518034509,240,16.8457660000004,-5.54632457,17.48,2
1682,1,3,0.645119800189854,1.70984940957006,2.88388388122501,17.519212087053,239,13.3170380000011,-1.239999915,7.068,0
1703,1,3,1.01293577604877,1.77132842155029,2.60776733940559,31.3999284968655,240,16.8632809999999,-5.54632457,17.48,2
1704,0,0,0.333008592023048,1.04261759049812,2.54640810789016,15.6374682877358,246,20.1765990000003,-7.77522712,14.15,8
1741,0,0,0.757827101997152,1.07574437696125,2.85320426546729,13.0750319956419,252,38.8308809999981,-8.545958555,21,8
1744,1,4,0.371643446196004,0.984276548586872,1.56466040364335,7.54218040348624,257,89.2540489999956,-12.95880062,52.31,6
1744,1,4,0.418454033646579,0.9628490608528,1.50330117212793,7.07161906832125,257,84.2891640000016,-12.95880062,52.31,6
1744,1,4,0.54666454536388,0.949134848241857,2.27029156607075,6.98840360984613,257,85.1943420000025,-12.95880062,52.31,6
1744,1,4,0.658332458673793,0.94031261950362,2.23961195031304,6.21589943572428,257,85.1795379999967,-12.95880062,52.31,6
1744,1,4,0.689698328284957,0.951924765190164,1.47262155637022,6.71463745573907,257,89.4627939999918,-12.95880062,52.31,6
1744,1,4,0.467208597871576,0.932506677079358,1.50330117212793,7.03471579487155,257,80.4626569999964,-12.95880062,52.31,6
1744,1,4,0.791568817253149,0.937109088267833,2.23961195031304,6.075320268686,257,86.2031669999997,-12.95880062,52.31,6
1744,1,4,0.673556262810572,0.956059276164238,2.23961195031304,6.45761286738981,257,90.0024149999954,-12.95880062,52.31,6
1744,1,4,0.533285976994828,0.957828465073413,1.56466040364335,6.02853848897202,257,86.9307510000072,-12.95880062,52.31,6
1744,1,4,0.789393058028775,0.948032285492362,2.20893233455532,5.99633814029871,257,89.2540489999956,-12.95880062,52.31,6
1747,1,3,0.996111132425007,1.37013916746171,3.22135965455985,5.5498615373282,242,27.6210100000026,-3.96104709,7.15,4
1759,0,0,0.552569460825439,1.05700051223519,2.6384469551633,7.30929441353577,247,34.426277999999,-4.11736234,19.79,3
1778,1,4,1.02556812611229,1.58147458042161,1.38058270909708,10.5261039230568,247,29.9767649999994,-4.11736234,19.79,3
1790,1,3,0.577689006263333,1.01148900241906,3.52815581213697,4.44764035695772,295,57.5184169999993,-4.76235134,7.14,10
1793,1,3,0.338582276038403,1.03038417474112,1.65669925091649,4.65135110095103,253,31.0094549999994,-2.76539356,11.3,1
1797,1,4,0.341277365957492,1.35052962045813,1.04310693576224,13.5195960945447,245,21.9178190000002,-9.02056525,12.91,5
1810,1,3,0.531843824988382,1.43487887167079,1.62601963515878,11.0900919976735,242,23.2760039999994,-8.93926069,21.5,7
1875,1,4,0.378829073755876,1.14204019283726,1.56466040364335,6.64777305354058,242,27.9562669999996,-8.93926069,21.5,7
1906,1,3,0.7253716203114,1.0037423694872,3.3440781175907,8.27431217973846,287,62.3134129999962,-1.82958684,9.21,7
1906,1,3,0.632862737969055,1.00388257117178,3.3440781175907,7.24126765515029,287,62.2376480000021,-1.82958684,9.21,7
1928,1,3,0.554195255947565,0.968896313945388,3.28271888607527,7.80509496278669,283,63.1248330000017,-4.563633745,19.9,2
1928,1,3,0.492817523181195,0.969213176213333,3.31339850183298,7.50954572797844,283,64.499738999999,-4.563633745,19.9,2
1928,1,3,0.674994981950366,0.96947055334875,3.25203927031756,7.36448103725042,283,64.0947339999984,-4.563633745,19.9,2
1928,1,3,0.356258972039169,0.933605302470995,3.31339850183298,7.94011444135157,283,55.9981960000005,-4.563633745,19.9,2
1995,1,3,0.883788413442796,1.26322434250666,1.77941771394734,5.52610691835434,242,35.8429619999988,-3.96104709,7.15,4
1998,0,0,0.718420145147092,1.07441775596999,2.69980618667873,4.12461488761043,242,34.4969579999997,-3.96104709,7.15,4
2006,1,4,0.796145234632428,1.26401954479081,3.3440781175907,14.5581326781819,245,31.6356799999994,-10.84610777,37.48,6
2025,1,4,1.00193632595253,1.47208587335202,1.04310693576224,18.0088560521415,247,35.5728180000006,-4.11736234,19.79,3
2036,1,4,0.806598937555519,1.46981781282458,1.65669925091649,18.15810577884,242,37.0515070000001,-3.96104709,7.15,4
2055,1,4,0.816026264278692,1.41846741883009,3.06796157577128,9.9803700813242,252,26.0401329999986,-8.545958555,21,8
2060,0,0,0.795458532791452,1.01305505191438,2.36233041334389,39.1886598316609,245,23.8369159999966,-10.84610777,37.48,6
2070,0,0,0.321853436464161,1.0848044843375,2.66912657092102,14.1234282838248,253,51.0951800000003,-2.76539356,11.3,1
2077,1,3,0.817226604282358,1.22381275485814,2.57708772364788,9.63898568746608,256,29.3491919999979,-10.09332153,30,7
2086,1,3,0.930839479753821,1.17219457709464,3.12932080728671,16.439314982368,215,29.086124999998,-5.13777457,16.74,0
2092,1,3,0.699939560912849,1.1964922478706,2.57708772364788,9.5787321535463,256,29.6462829999982,-10.09332153,30,7
2094,1,3,0.470101282295584,1.1859461545417,1.47262155637022,6.74810660547679,238,18.6913779999995,-3.68065482,13.6,1
2109,0,0,0.440658173469675,1.19805456732859,2.30097118182846,10.8384835158425,239,14.2516300000007,-1.239999915,7.068,0
2114,1,4,1.18053819681577,1.47769835148045,1.04310693576224,15.5871092204495,246,19.6666519999999,-7.77522712,14.15,8
2139,1,4,0.592939224527222,1.24102636335111,3.22135965455985,23.0573240879061,246,31.1436759999997,-9.19463357,38.59,4
2155,1,4,0.753190028312786,1.10000727614621,3.19068003880213,6.79219991387596,245,42.0272130000012,-10.84610777,37.48,6
2169,0,0,0.410978440152893,1.10196613625314,2.48504887637474,33.740409732096,215,54.0238680000002,-5.13777457,16.74,0
2179,0,0,0.143768252656511,1.00833570839514,2.20893233455532,39.6443967268626,240,25.2629800000004,-7.080389145,16.2,3
